"""Imagine a typical Train. Now consider this statement about that place

STATEMENT:
If I am sitting down on the train, I am either drinking coffee or not drinking coffee.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Train. Now consider this statement about that place

STATEMENT:
If the sleeping car is not open, then I can still sleep on the train.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical University campus. Now consider this statement about that place

STATEMENT:
If someone had taken a campus tour, then they'd have seen the university .

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical University campus. Now consider this statement about that place

STATEMENT:
If the sidewalks are crowded, it is probably passing time.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical University campus. Now consider this statement about that place

STATEMENT:
If someone is running for the bus, they might be late for class.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical grocery store. Now consider this statement about that place

STATEMENT:
If a customer buy some produce, they then will need to pay for it..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical grocery store. Now consider this statement about that place

STATEMENT:
If a customer doesn't pay for what they have, they then will be caught and punished..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical grocery store. Now consider this statement about that place

STATEMENT:
If there is free pastry sample, people then can have a tiny bite of the taste..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Airport. Now consider this statement about that place

STATEMENT:
If someone brings water through security, security will take the water, then the person will have to purchase a new water..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Airport. Now consider this statement about that place

STATEMENT:
If someone prints their plane tickets ahead of time, they wont have to print them at the airport, and then it will take less long..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Airport. Now consider this statement about that place

STATEMENT:
if someone looses their luggage, they will have to contact the airline, so then they can retrieve their luggage..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Classroom. Now consider this statement about that place

STATEMENT:
If someone writes on a chalkboard, they will have to use an eraser to remove the writing.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Classroom. Now consider this statement about that place

STATEMENT:
If someone forgets a pencil on the day of the exam, they will have to ask there classmates to borrow a pencil for the exam.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Classroom. Now consider this statement about that place

STATEMENT:
If the teacher brings a treat for the class, they will pass it out to the students, so then they will eat the treat.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Grocery store. Now consider this statement about that place

STATEMENT:
If a man put stawberries on his grocery list, then he will have to find them at the grocery store and then purchase them.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Grocery store. Now consider this statement about that place

STATEMENT:
If someone needs flour for a cake, the will drive to a grocery store, and purchase flour.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Grocery store. Now consider this statement about that place

STATEMENT:
If someone forgets to bring a payment to the grocery store, they will have to leave and come back at another time.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical gym. Now consider this statement about that place

STATEMENT:
If you run 4 laps around the track then you ran a mile.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",3
"""Imagine a typical gym. Now consider this statement about that place

STATEMENT:
If you need a break from your reps then drink water.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical gym. Now consider this statement about that place

STATEMENT:
If you continuously lift weights then you will see gains.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical restaurant. Now consider this statement about that place

STATEMENT:
If the food is hot then you might burn your mouth.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical restaurant. Now consider this statement about that place

STATEMENT:
If the waiter asks what you want to eat then you should order.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical restaurant. Now consider this statement about that place

STATEMENT:
If your plate is cleared then you are ready for the check.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",3
"""Imagine a typical beach. Now consider this statement about that place

STATEMENT:
If the waves crash then you might drown.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",3
"""Imagine a typical beach. Now consider this statement about that place

STATEMENT:
If the sand is hot the you might burn your feet.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical beach. Now consider this statement about that place

STATEMENT:
If the sun is out then it will be warm and you can tan.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Bedroom . Now consider this statement about that place

STATEMENT:
If I threw all of my clothes on the floor, than my room would be very messy .

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Bedroom . Now consider this statement about that place

STATEMENT:
If my mom cooked dinner, than my family would sit at the table .

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",3
"""Imagine a typical Bedroom . Now consider this statement about that place

STATEMENT:
If the child made a mess, someone would have to clean it up .

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Grocery store. Now consider this statement about that place

STATEMENT:
If the woman forgot her money, than someone would help her pay .

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",3
"""Imagine a typical Grocery store. Now consider this statement about that place

STATEMENT:
If the man knocked over the pile of paper towels, than the worker would be mad.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Grocery store. Now consider this statement about that place

STATEMENT:
If the child cried really loud, than the other people in the store would be annoyed.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical High school . Now consider this statement about that place

STATEMENT:
If the student forgot his backpack, he would not have a very productive day .

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical High school . Now consider this statement about that place

STATEMENT:
If the school lunch was bad, than the students would not want to eat it .

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical High school . Now consider this statement about that place

STATEMENT:
If the teacher was very mean, the students would not like them .

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical College. Now consider this statement about that place

STATEMENT:
If a student cheated on a test, they would be discipled .

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical College. Now consider this statement about that place

STATEMENT:
If a student failed a class, they would not get credit for it .

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical College. Now consider this statement about that place

STATEMENT:
If a student was struggling in a class, they would get a tutor.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Concert. Now consider this statement about that place

STATEMENT:
If the band stopped playing music, the crowd would be sad.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Concert. Now consider this statement about that place

STATEMENT:
If the band played their best song, the crowd would sing and dance.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Concert. Now consider this statement about that place

STATEMENT:
If the band said they were done for the night, the crowd would leave.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Movie Theater. Now consider this statement about that place

STATEMENT:
If the movie was about to start, the audience would become quiet.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Movie Theater. Now consider this statement about that place

STATEMENT:
If there was a jump scare in the movie, the audience would gasp.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Movie Theater. Now consider this statement about that place

STATEMENT:
If there was a sad part in the movie, the audience would sigh.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Airport. Now consider this statement about that place

STATEMENT:
If the lady forgets her luggage bag at the check-in desk, then she will possibly miss her flight..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Airport. Now consider this statement about that place

STATEMENT:
If the man drinks too many drinks before getting on the airplane, then he will act up on the flight..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Airport. Now consider this statement about that place

STATEMENT:
If the woman brings a lime green luggage bag to the terminal, then the baggage carrier willbe able to pick it out easily from others..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Backyard barbecue. Now consider this statement about that place

STATEMENT:
If the person grilling forgets to check the food, then there will be no food to eat..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",2
"""Imagine a typical Backyard barbecue. Now consider this statement about that place

STATEMENT:
If the party is without alcohol to drink, then it won't be as fun..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",3
"""Imagine a typical Backyard barbecue. Now consider this statement about that place

STATEMENT:
If the stereo breaks, then there won't be music to dance to. .

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Football game. Now consider this statement about that place

STATEMENT:
If the home team quarterback throws a touchdown pass, then the crowd will scream..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Football game. Now consider this statement about that place

STATEMENT:
If the ref calls a flag on the home team, then the players will be frustrated..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Football game. Now consider this statement about that place

STATEMENT:
If the game ends in a tie, then the fans will not be that pleased with the outcome..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Bar. Now consider this statement about that place

STATEMENT:
If the lady has too much, then she might get tipsy..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Bar. Now consider this statement about that place

STATEMENT:
If the Uber shows up late, then the man might have to walk..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Bar. Now consider this statement about that place

STATEMENT:
If the tip is too low, then the bartender might quit..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",3
"""Imagine a typical Car. Now consider this statement about that place

STATEMENT:
If the keys don't work, then she will scream..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",3
"""Imagine a typical Car. Now consider this statement about that place

STATEMENT:
If the tire is flat, then she will call someone..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Car. Now consider this statement about that place

STATEMENT:
If the weather is hot, then she will roll down the window..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Zoo. Now consider this statement about that place

STATEMENT:
If the giraffe jumps, then it might hit its head..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Zoo. Now consider this statement about that place

STATEMENT:
If the child falls into the cage, then he will be eaten..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",1
"""Imagine a typical Zoo. Now consider this statement about that place

STATEMENT:
If the snake slithers away, it might get run over..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",3
"""Imagine a typical car. Now consider this statement about that place

STATEMENT:
If speeding you will get a ticket.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical car. Now consider this statement about that place

STATEMENT:
Going slow is not allowed too..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",3
"""Imagine a typical car. Now consider this statement about that place

STATEMENT:
Seatbelts are a good idea.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Pool. Now consider this statement about that place

STATEMENT:
When there you definitedly are not allowed to pee in it..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Pool. Now consider this statement about that place

STATEMENT:
If there you swim.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical Pool. Now consider this statement about that place

STATEMENT:
Sailing in rafts allowed.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",3
"""Imagine a typical bedroom. Now consider this statement about that place

STATEMENT:
If together a place for sex.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical bedroom. Now consider this statement about that place

STATEMENT:
Snoring allowed when asleep.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
"""Imagine a typical bedroom. Now consider this statement about that place

STATEMENT:
Dancing not allowed when there.

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",3
"""Imagine a typical Coffee Shop. Now consider this statement about that place

STATEMENT:
If a customer leaves their laptop unattended on a table for an extended period, another customer might take it to lost and found..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Coffee Shop. Now consider this statement about that place

STATEMENT:
If a barista notices a regular customer looking unwell, they might offer them water or inquire if they're alright..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Coffee Shop. Now consider this statement about that place

STATEMENT:
If a child spills their drink on the floor, a parent or staff member will likely clean it up immediately..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Grocery Store. Now consider this statement about that place

STATEMENT:
If a customer accidentally knocks over a display of fruits, they will likely apologize to a staff member and help clean it up..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Grocery Store. Now consider this statement about that place

STATEMENT:
If a child throws a tantrum because they want candy, a parent will likely try to calm them down and explain why they can't have it..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",4
"""Imagine a typical Grocery Store. Now consider this statement about that place

STATEMENT:
If someone notices an expired product on the shelf, they might inform a staff member so it can be removed..

For this statement, respond with your level of agreement using one of the number options from this scale:

1: ""Definitely false"", 
2: ""Probably false"", 
3: ""Neither true nor false"", 
4: ""Probably true"", 
5: ""Definitely true""

Ensure you respond with a number.""",5
